Universidad,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Curso,Tipo_centro,Sexo,Dedicacion,Nivel
Alicante,220.0,12.0,182.0,91.0,90.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Almería,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,552.0,44.0,386.0,1137.0,537.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Barcelona,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Cádiz,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Cantabria,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,203.0,145.0,136.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,0.0,116.0,163.0,166.0,41.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,948.0,37.0,867.0,1152.0,382.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Córdoba,314.0,94.0,171.0,136.0,139.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Jaén,51.0,3.0,97.0,80.0,71.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
La Laguna,124.0,19.0,78.0,222.0,98.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Lleida,83.0,87.0,37.0,145.0,1.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Málaga,196.0,51.0,155.0,264.0,137.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Miguel Hernández de Elche,34.0,36.0,0.0,174.0,64.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Murcia,376.0,7.0,211.0,582.0,126.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Oviedo,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Catalunya,39.0,399.0,0.0,0.0,103.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Madrid,21.0,610.0,0.0,0.0,3.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Politècnica de València,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Pompeu Fabra,180.0,70.0,172.0,280.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Rey Juan Carlos,159.0,55.0,56.0,162.0,43.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Rovira i Virgili,123.0,72.0,173.0,209.0,89.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Salamanca,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Santiago de Compostela,356.0,80.0,317.0,543.0,174.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
València (Estudi General),0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Vigo,265.0,80.0,150.0,25.0,228.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Zaragoza,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,16.0,0.0,0.0,0.0,10.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,12.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,2.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Deusto,148.0,16.0,0.0,40.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,8.0,32.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
IE Universidad,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional de Catalunya,38.0,16.0,0.0,80.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,30.0,19.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Navarra,89.0,57.0,46.0,293.0,13.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Pontificia Comillas,12.0,0.0,7.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Pontificia de Salamanca,38.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Ramón Llull,150.0,40.0,12.0,0.0,13.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,19.0,6.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Vic-Central de Catalunya,48.0,0.0,21.0,41.0,22.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional de La Rioja,21.0,2.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
Notas:,,,,,,2018-2019,Centro propio,Mujeres,Tiempo Completo,doctorado
A Coruña,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Alcalá,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Alicante,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Almería,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Barcelona,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Cádiz,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Cantabria,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Córdoba,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Jaén,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
La Laguna,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Lleida,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Málaga,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Miguel Hernández de Elche,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Murcia,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Oviedo,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Politécnica de Catalunya,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Politècnica de València,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Pompeu Fabra,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Rey Juan Carlos,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Rovira i Virgili,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Salamanca,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Santiago de Compostela,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
València (Estudi General),0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Vigo,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Zaragoza,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Deusto,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
IE Universidad,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Navarra,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Pontificia Comillas,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Vic-Central de Catalunya,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Notas:,,,,,,2015-2016,Centro adscrito,Mujeres,Tiempo Completo,doctorado
A Coruña,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Alcalá,96.0,49.0,160.0,259.0,51.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Alicante,43.0,30.0,0.0,0.0,75.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Almería,223.0,34.0,17.0,97.0,69.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,251.0,9.0,351.0,783.0,255.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Barcelona,306.0,16.0,477.0,959.0,296.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Cádiz,56.0,30.0,82.0,85.0,150.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Cantabria,41.0,62.0,36.0,86.0,12.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,93.0,22.0,0.0,45.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,24.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Córdoba,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Extremadura,132.0,5.0,67.0,95.0,79.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Girona,111.0,54.0,55.0,40.0,86.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Granada,399.0,56.0,237.0,424.0,151.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Huelva,79.0,36.0,42.0,23.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Illes Balears (Les),129.0,10.0,48.0,110.0,56.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Jaén,60.0,18.0,56.0,65.0,47.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Jaume I de Castellón,107.0,27.0,56.0,79.0,37.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
La Laguna,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
La Rioja,16.0,0.0,27.0,25.0,30.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,41.0,34.0,72.0,91.0,23.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
León,43.0,28.0,32.0,97.0,22.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Lleida,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Málaga,39.0,1.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Miguel Hernández de Elche,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Murcia,292.0,8.0,158.0,442.0,82.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Oviedo,147.0,94.0,186.0,178.0,111.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Pablo de Olavide,193.0,0.0,73.0,28.0,64.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,459.0,157.0,283.0,339.0,339.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Politécnica de Cartagena,9.0,52.0,0.0,0.0,1.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Politécnica de Catalunya,0.0,29.0,0.0,0.0,35.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Politècnica de València,53.0,306.0,200.0,0.0,191.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Pompeu Fabra,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Pública de Navarra,17.0,34.0,20.0,61.0,18.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Rey Juan Carlos,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Rovira i Virgili,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Salamanca,59.0,0.0,10.0,131.0,24.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Santiago de Compostela,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
València (Estudi General),117.0,0.0,0.0,0.0,13.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Vigo,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Zaragoza,232.0,128.0,164.0,293.0,147.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,3.0,0.0,13.0,33.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,49.0,0.0,0.0,57.0,14.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Católica San Antonio,58.0,9.0,0.0,92.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Deusto,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Europea de Madrid,7.0,0.0,0.0,0.0,56.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
IE Universidad,12.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Loyola Andalucía,4.0,0.0,0.0,0.0,11.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Navarra,20.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Pontificia Comillas,48.0,10.0,4.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
San Pablo-CEU,22.0,8.0,16.0,48.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Vic-Central de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
Notas:,,,,,,2016-2017,Otras unidades,Mujeres,Tiempo Completo,doctorado
A Coruña,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Alcalá,137.0,72.0,189.0,357.0,108.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Alicante,83.0,25.0,0.0,0.0,93.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Almería,239.0,46.0,9.0,121.0,69.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,433.0,24.0,383.0,686.0,820.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Barcelona,432.0,21.0,622.0,1354.0,421.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Burgos,111.0,12.0,33.0,26.0,28.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Cádiz,94.0,33.0,97.0,114.0,172.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Cantabria,50.0,66.0,36.0,121.0,18.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,135.0,31.0,66.0,46.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,19.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Córdoba,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Extremadura,188.0,6.0,72.0,111.0,112.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Girona,118.0,64.0,70.0,111.0,37.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
Granada,493.0,85.0,294.0,546.0,163.0,2019-2020,Otras unidades,Mujeres,Tiempo Completo,doctorado
